ophys_session_id,mouse_id,cre_line
1048363441,523922,Vip-IRES-Cre
1050597678,523922,Vip-IRES-Cre
1051107431,523922,Vip-IRES-Cre
1080522184,546605,Sst-IRES-Cre
1081652280,546605,Sst-IRES-Cre
1082487233,546605,Sst-IRES-Cre
1076239955,544965,Sst-IRES-Cre
1077657878,544965,Sst-IRES-Cre
1078596841,544965,Sst-IRES-Cre
916650386,453990,Vip-IRES-Cre
920695792,453990,Vip-IRES-Cre
923705570,453990,Vip-IRES-Cre
